# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  165       6.366880717266e-10       1.298321015485e-13      -5.754737761596e-12       1.226866706107e-15       2.692600954539e-12       5.113978707472e-13      -3.034824345117e-15 
  166       6.404506246318e-10       1.285188000830e-13      -5.707340454580e-12       1.243434429115e-15       2.645171224862e-12       5.041093156321e-13      -2.969306234247e-15 
  167       6.441687095834e-10       1.271791828064e-13      -5.656350613168e-12       1.260140596508e-15       2.598817457121e-12       4.969506988344e-13      -2.904164517796e-15 
  168       6.478412182316e-10       1.258159875610e-13      -5.601755822020e-12       1.276985158857e-15       2.553528045776e-12       4.899220588467e-13      -2.839431747179e-15 
  169       6.514670246399e-10       1.244320689841e-13      -5.543545808702e-12       1.293968036656e-15       2.509288053892e-12       4.830230391681e-13      -2.775139716484e-15 
  170       6.550449849977e-10       1.230304000228e-13      -5.481712482919e-12       1.311089119831e-15       2.466079146088e-12       4.762528798189e-13      -2.711319434694e-15 
  171       6.585739373328e-10       1.216140734475e-13      -5.416249975736e-12       1.328348267238e-15       2.423879521487e-12       4.696104088555e-13      -2.648001097904e-15 
  172       6.620527012234e-10       1.201863033661e-13      -5.347154678812e-12       1.345745306174e-15       2.382663846661e-12       4.630940338847e-13      -2.585214061545e-15 
  173       6.654800775109e-10       1.187504267384e-13      -5.274425283622e-12       1.363280031878e-15       2.342403188579e-12       4.567017335791e-13      -2.522986812600e-15 
  174       6.688548480119e-10       1.173099048898e-13      -5.198062820694e-12       1.380952207036e-15       2.303064947557e-12       4.504310491911e-13      -2.461346941827e-15 
  175       6.721757752308e-10       1.158683250256e-13      -5.118070698825e-12       1.398761561285e-15       2.264612790206e-12       4.442790760681e-13      -2.400321115977e-15 
  176       6.754416020724e-10       1.144294017448e-13      -5.034454744321e-12       1.416707790723e-15       2.227006582378e-12       4.382424551672e-13      -2.339935050017e-15 
  177       6.786510515538e-10       1.129969785544e-13      -4.947223240215e-12       1.434790557404e-15       2.190202322116e-12       4.323173645697e-13      -2.280213479346e-15 
  178       6.818028265172e-10       1.115750293835e-13      -4.856386965502e-12       1.453009488851e-15       2.154152072602e-12       4.264995109960e-13      -2.221180132021e-15 
  179       6.848956093419e-10       1.101676600972e-13      -4.761959234361e-12       1.471364177558e-15       2.118803895102e-12       4.207841213204e-13      -2.162857700970e-15 
  180       6.879281496305e-10       1.087789620992e-13      -4.663954559977e-12       1.489854141112e-15       2.084112254634e-12       4.151669383365e-13      -2.105263220785e-15 
  181       6.908995356605e-10       1.074125569635e-13      -4.562384445273e-12       1.508478700060e-15       2.050070301966e-12       4.096473142911e-13      -2.048393845148e-15 
  182       6.938089440078e-10       1.060720184296e-13      -4.457261332137e-12       1.527237089364e-15       2.016680034867e-12       4.042253475281e-13      -1.992239882898e-15 
  183       6.966555535482e-10       1.047610180236e-13      -4.348599980691e-12       1.546128496268e-15       1.983942027712e-12       3.989008955827e-13      -1.936789247484e-15 
  184       6.994385454941e-10       1.034833260273e-13      -4.236417503446e-12       1.565152059662e-15       1.951855403004e-12       3.936735703952e-13      -1.882027412257e-15 
  185       7.021571034307e-10       1.022428124478e-13      -4.120733399468e-12       1.584306869438e-15       1.920417802891e-12       3.885427335245e-13      -1.827937365768e-15 
  186       7.048104133525e-10       1.010434479864e-13      -4.001569588539e-12       1.603591965853e-15       1.889625360696e-12       3.835074913617e-13      -1.774499567056e-15 
  187       7.073976636997e-10       9.988930500813e-14      -3.878950445319e-12       1.623006338887e-15       1.859472672431e-12       3.785666903439e-13      -1.721691900948e-15 
  188       7.099180453946e-10       9.878455851103e-14      -3.752902833506e-12       1.642548927601e-15       1.829952768321e-12       3.737189121677e-13      -1.669489633350e-15 
  189       7.123707518780e-10       9.773348709528e-14      -3.623456140003e-12       1.662218619500e-15       1.801057084329e-12       3.689624690030e-13      -1.617865366541e-15 
  190       7.147549791457e-10       9.674047393257e-14      -3.490642309073e-12       1.682014249889e-15       1.772775433670e-12       3.642953987062e-13      -1.566788994469e-15 
  191       7.170699257848e-10       9.581000773535e-14      -3.354495876507e-12       1.701934601235e-15       1.745095978340e-12       3.597154600343e-13      -1.516227658041e-15 
  192       7.193147930103e-10       9.494668372612e-14      -3.215054003784e-12       1.721978402526e-15       1.718005200635e-12       3.552201278585e-13      -1.466145700423e-15 
  193       7.214887847012e-10       9.415520460668e-14      -3.072356512230e-12       1.742144328631e-15       1.691487874672e-12       3.508065883774e-13      -1.416504622328e-15 
  194       7.235911074371e-10       9.344038152744e-14      -2.926445917186e-12       1.762430999658e-15       1.665527037909e-12       3.464717343310e-13      -1.367263037314e-15 
  195       7.256209705348e-10       9.280713505667e-14      -2.777367462164e-12       1.782836980314e-15       1.640103962670e-12       3.422121602142e-13      -1.318376627077e-15 
  196       7.275775860843e-10       9.226049614978e-14      -2.625169153011e-12       1.803360779267e-15       1.615198127664e-12       3.380241574906e-13      -1.269798096743e-15 
  197       7.294601689855e-10       9.180560711859e-14      -2.469901792074e-12       1.824000848501e-15       1.590787189510e-12       3.339037098058e-13      -1.221477130166e-15 
  198       7.312679369846e-10       9.144772260062e-14      -2.311619012357e-12       1.844755582682e-15       1.566846954254e-12       3.298464882014e-13      -1.173360345219e-15 
  199       7.330001107104e-10       9.119221052837e-14      -2.150377311687e-12       1.865623318511e-15       1.543351348891e-12       3.258478463282e-13      -1.125391249089e-15 
  200       7.346559137107e-10       9.104455309855e-14      -1.986236086873e-12       1.886602334086e-15       1.520272392893e-12       3.219028156603e-13      -1.077510193569e-15 
  201       7.362346297381e-10       9.101008460280e-14      -1.819254575403e-12       1.907690877776e-15       1.497585679782e-12       3.180070424539e-13      -1.029668238451e-15 
  202       7.377357790913e-10       9.109318203459e-14      -1.649482366045e-12       1.928887258449e-15       1.475287317457e-12       3.141596831623e-13      -9.818699382059e-16 
  203       7.391589549549e-10       9.129801846839e-14      -1.476968275497e-12       1.950189760464e-15       1.453378144422e-12       3.103607068538e-13      -9.341335289454e-16 
  204       7.405037674863e-10       9.162882119214e-14      -1.301763404794e-12       1.971596614182e-15       1.431858316377e-12       3.066099700657e-13      -8.864772914479e-16 
  205       7.417698440219e-10       9.208987189880e-14      -1.123921164330e-12       1.993105995416e-15       1.410727294020e-12       3.029072148008e-13      -8.389195475595e-16 
  206       7.429568292822e-10       9.268550687794e-14      -9.434972988766e-13       2.014716024878e-15       1.389983830857e-12       2.992520665247e-13      -7.914786565930e-16 
  207       7.440643855777e-10       9.342011720731e-14      -7.605499126111e-13       2.036424767625e-15       1.369625961007e-12       2.956440321624e-13      -7.441730117281e-16 
  208       7.450921930144e-10       9.429814894434e-14      -5.751394941333e-13       2.058230232506e-15       1.349650987008e-12       2.920824980958e-13      -6.970210364110e-16 
  209       7.460399496992e-10       9.532410331781e-14      -3.873289414900e-13       2.080130371610e-15       1.330055467626e-12       2.885667281601e-13      -6.500411807537e-16 
  210       7.469073719462e-10       9.650253691930e-14      -1.971835871967e-13       2.102123079712e-15       1.310835205659e-12       2.850958616414e-13      -6.032519179338e-16 
  211       7.476941944814e-10       9.783806189485e-14      -4.771223259977e-15       2.124206193716e-15       1.291985235744e-12       2.816689112729e-13      -5.566717405945e-16 
  212       7.484001706491e-10       9.933534613646e-14       1.898378738010e-13       2.146377492110e-15       1.273499812168e-12       2.782847612327e-13      -5.103191572439e-16 
  213       7.490250726171e-10       1.009991134737e-13       3.865709179319e-13       2.168634694406e-15       1.255372396667e-12       2.749421651403e-13      -4.642126886548e-16 
  214       7.495686915823e-10       1.028341438652e-13       5.853525885210e-13       2.190975460587e-15       1.237595646241e-12       2.716397440534e-13      -4.183708642644e-16 
  215       7.500308379764e-10       1.048452735903e-13       7.861050053777e-13       2.213397390560e-15       1.220161400953e-12       2.683759844655e-13      -3.728122185738e-16 
  216       7.504113416718e-10       1.070373954406e-13       9.887477037096e-13       2.235898023594e-15       1.203060671741e-12       2.651492363023e-13      -3.275552875480e-16 
  217       7.507100521866e-10       1.094154589115e-13       1.193197609101e-12       2.258474837775e-15       1.186283628224e-12       2.619577109189e-13      -2.826186050153e-16 
  218       7.509268388908e-10       1.119844703938e-13       1.399369012491e-12       2.281125249447e-15       1.169819586505e-12       2.587994790968e-13      -2.380206990670e-16 
  219       7.510615912115e-10       1.147494933650e-13       1.607173545149e-12       2.303846612661e-15       1.153656996982e-12       2.556724690408e-13      -1.937800884571e-16 
  220       7.511142188388e-10       1.177156485814e-13       1.816520153658e-12       2.326636218622e-15       1.137783432152e-12       2.525744643761e-13      -1.499152790021e-16 
  221       7.510846519313e-10       1.208881142693e-13       2.027315074886e-12       2.349491295135e-15       1.122185574420e-12       2.495031021451e-13      -1.064447599803e-16 
  222       7.509728413217e-10       1.242721263164e-13       2.239461810968e-12       2.372409006054e-15       1.106849203902e-12       2.464558708045e-13      -6.338700053199e-17 
  223       7.507787587223e-10       1.278729784639e-13       2.452861104283e-12       2.395386450724e-15       1.091759186237e-12       2.434301082221e-13      -2.076044605869e-17 
  224       7.505024156803e-10       1.316956613797e-13       2.667416159289e-12       2.418420787944e-15       1.076902400938e-12       2.404236570102e-13       2.141919546250e-17 
  225       7.501439213705e-10       1.357437537037e-13       2.883048732854e-12       2.441509617831e-15       1.062276760899e-12       2.374368814828e-13       6.314728091344e-17 
  226       7.497034289167e-10       1.400204600650e-13       3.099684030135e-12       2.464650623439e-15       1.047882749264e-12       2.344707765163e-13       1.044224470430e-16 
  227       7.491811172253e-10       1.445289651259e-13       3.317245538261e-12       2.487841448197e-15       1.033720525843e-12       2.315263214346e-13       1.452439585062e-16 
  228       7.485771912350e-10       1.492724329142e-13       3.535655013802e-12       2.511079695655e-15       1.019789921920e-12       2.286044795721e-13       1.856117179173e-16 
  229       7.478918821676e-10       1.542540061543e-13       3.754832470243e-12       2.534362929228e-15       1.006090435063e-12       2.257061978351e-13       2.255262759023e-16 
  230       7.471254477783e-10       1.594768055994e-13       3.974696165450e-12       2.557688671934e-15       9.926212239287e-13       2.228324062640e-13       2.649888411522e-16 
  231       7.462781726052e-10       1.649439293630e-13       4.195162589141e-12       2.581054406145e-15       9.793811030735e-13       2.199840175956e-13       3.040012904761e-16 
  232       7.453503682206e-10       1.706584522508e-13       4.416146450361e-12       2.604457573324e-15       9.663685377601e-13       2.171619268247e-13       3.425661788534e-16 
  233       7.443423734804e-10       1.766234250923e-13       4.637560664946e-12       2.627895573770e-15       9.535816387656e-13       2.143670107668e-13       3.806867494875e-16 
  234       7.432545547748e-10       1.828418740729e-13       4.859316342999e-12       2.651365766363e-15       9.410181571895e-13       2.116001276196e-13       4.183669438582e-16 
  235       7.420873062786e-10       1.893168000654e-13       5.081322776356e-12       2.674865468304e-15       9.286754792616e-13       2.088621165253e-13       4.556114117749e-16 
  236       7.408410502010e-10       1.960511779616e-13       5.303487426058e-12       2.698391954862e-15       9.165506211504e-13       2.061537971325e-13       4.924255214293e-16 
  237       7.395162370364e-10       2.030479560045e-13       5.525715909825e-12       2.721942459115e-15       9.046402237704e-13       2.034759691587e-13       5.288153694486e-16 
  238       7.381133458144e-10       2.103100551197e-13       5.747911989518e-12       2.745514171693e-15       8.929405475908e-13       2.008294119517e-13       5.647877909480e-16 
  239       7.366328843498e-10       2.178403682472e-13       5.969977558619e-12       2.769104240521e-15       8.814474674430e-13       1.982148840523e-13       6.003503695841e-16 
  240       7.350753894935e-10       2.256417596734e-13       6.191812629694e-12       2.792709770566e-15       8.701564673286e-13       1.956331227558e-13       6.355114476073e-16 
  241       7.334414273821e-10       2.337170643627e-13       6.413315321869e-12       2.816327823574e-15       8.590626352277e-13       1.930848436745e-13       6.702801359153e-16 
  242       7.317315936887e-10       2.420690872891e-13       6.634381848294e-12       2.839955417820e-15       8.481606579066e-13       1.905707402996e-13       7.046663241053e-16 
  243       7.299465138725e-10       2.507006027682e-13       6.854906503621e-12       2.863589527844e-15       8.374448157258e-13       1.880914835633e-13       7.386806905278e-16 
  244       7.280868434299e-10       2.596143537890e-13       7.074781651468e-12       2.887227084201e-15       8.269089774481e-13       1.856477214005e-13       7.723347123385e-16 
  245       7.261532681440e-10       2.688130513455e-13       7.293897711894e-12       2.910864973201e-15       8.165465950466e-13       1.832400783115e-13       8.056406755523e-16 
  246       7.241465043351e-10       2.782993737682e-13       7.512143148864e-12       2.934500036650e-15       8.063506985125e-13       1.808691549237e-13       8.386116850952e-16 
  247       7.220672991114e-10       2.880759660566e-13       7.729404457726e-12       2.958129071599e-15       7.963138906632e-13       1.785355275536e-13       8.712616748579e-16 
  248       7.199164306184e-10       2.981454392103e-13       7.945566152676e-12       2.981748830084e-15       7.864283419503e-13       1.762397477689e-13       9.036054177484e-16 
  249       7.176947082899e-10       3.085103695609e-13       8.160510754233e-12       3.005356018865e-15       7.766857852674e-13       1.739823419507e-13       9.356585357452e-16 
